query	answer
牙医靠什么吃饭？	嘴巴
想想看：眼睛看不见，口却能分辨，这是什么？	味道。
走进一家店，看见老板和客人正在议价，老板拼命杀价，而顾客却一直抬高价钱，为什么？	这是家当铺
一只狼钻进了羊圈，可它却没有吃羊，为什么？	羊圈里没有羊！
十字路口，嫦娥路边走。（打一字）	胡
一个人被关在密闭的房间里，只有一扇门，但无法拉开，他该如何出来？	把门推开
刘邦破咸阳—城市名一	秦皇岛
两位帅哥因何为了一位长相如恐龙般的女子大打出手？	打的要娶她
从军十八年的花木兰换上女装后，为什么令昔日的袍泽大感惊讶？	因为他们认为花木兰还是比较适合男装
足球比赛中间休息的时候，爸爸问他的儿子：放在右脚旁边而左脚碰不到的是什么东西？儿子灵机一动就答对了，你知道吗？	是左脚
遇到什么事情最好高抬贵手？	别人用枪指着你的时候
阿星对阿菜说他的裤子拉链忘了拉好，为什么阿菜不以为然呢？	因为忘了的是阿星自己
小可坐在桌前读书，为什么不开台灯？	大白天开什么呀
怎样才能让心仪的女交警注意到自己？	在她面前故意违章。
为什么孔雀向东南飞而不向西北飞？	因为西北有高墙
一本书掉在泥地上，封面被弄得很脏，怎样才能把书弄得干净呢？	撕下来|丢了|撕了|撕掉|死掉
世界上什么人一下子会变老？	新娘，因为结婚后就变成了老婆
小明的家住在12楼，但他每次坐电梯都做到11楼，为什么？	矮|按不到电梯按键
王和李都睁一只眼闭一只眼做事，为什么王得表演，李受处分？	因为王是射击运动员，李是仓库保管员
包公的脸为什么是黑的？	因为额头上有个月亮月亮都是晚上出来。
如果有一艘船，小张是船长，小李负责甲板，小王负责动力系统，那么这艘船是谁的？	这艘船是如果的，因为如果有一艘船
有一天，警察眼见一黑人小偷逃进一白人的宴会，追进去后，却发现全是白人，为什么？	因为小偷的脸吓白了
一次考试中，全答对的人得了零分，而全答错的人却得了100分，你知道这是为什么吗？	因为考试考的都是判断题，正确答案都是错。
俗话说“左眼跳财，右眼跳灾”，如果左右跟皮一起眼呢？	破财消灾
有一只公鸡在屋顶上下蛋，你说鸡蛋会从左边掉下还是右边？	公鸡不会下蛋
什么东西从屁股里排出后还可以当食物？	鸡蛋
什么人最喜欢别人叫他滚？	监狱里的人
哪种动物像猫一样大小，和老虎一个长相？	小老虎
某人患了高血压，医生说不要吃太咸就没事了，但是他一听却决定要搬家，为什么？	因为他住在台南的盐水打算搬到台北的淡水
哪个数字跟字母b呆在一起的时候最傻？	2（因为2b是骂人傻的意思）
dongdong养的鸽子在mingming家下了一个蛋，请问这个蛋应属于谁的？	鸽子的
茄子的另外一个名字叫什么？	蔬菜
上课的时候，同学们都坐着上课，但是小李上每一节课都站着。为什么？	小李是老师
梳箅难上头，虱虮难留，光溜溜，憎亮，球（打一东东）？	秃子
小李有一次出差去办事，提早了回来，看见隔壁的小楼同自己的妻子睡在床上，小李为什么不生气？	小楼是女的
人为什么要生两只耳朵？	兼听则明
彩色丝袜已经变成一种流行，为什么红色系列在台湾销售得最差？	因为台湾萝卜腿的女孩子太多了
飞机明明只有几个小轮子，为什么人人说它腿长？	因为它会一步登天
老王说，他这辈子的最终目标，就是买东西时可以不用看价钱。通过十年如一日不懈的努力，他终于实现了，其实很简单的。请问他是怎么实现的呢？	他失明了
什么东西不大，但却可以装下比它大得多的东西？	电视机
汤姆因为把墨水泼在地毯上而挨了骂，可他觉得委屈，为什么？	墨水不贵呀
对单身汉来说，家有贤妻是最大的幸福；那么，对已婚的男人来说，什么是最大的幸福？	单身汉。
林老生大手术后换了一个人工心脏。病好了后，她的女友却马上提出分手，为什么会这样？	没有“真”心爱她
有一种细菌，经过1分钟，分裂成2个，再过1分钟，又发生分裂，变成4个。这样，把一个细菌放在瓶子里到充满为止，用了1个小时。如果一开始时，将2个这种细菌放入瓶子里，那么，到充满瓶子需要多长时间？	59分钟
有一个地方失火，可是却没人打火警电话？	因为那个地方就是消防局
学生为什么叫学生？	只学生的东西，不学熟的东西。
3个人3天用3桶水，9个人9天用几桶水？	九
小花站起来同饭桌一样高，两年之后，反而在桌子下活动自如，为什么？	小花是一条狗。
地球有两处地方，昨天可以是今天，今天可以是明天，那地方是哪？	南极和北极
小明从外面买了好多东西回来，为什么她一进社区办公室就把手中的一捆布往地上一扔？	拖布。
借什么可以不换？	光
今年圣诞夜，圣诞老人第一件放进袜子的是什么东西？	自己的脚
债权和债务的最大区别是什么？	一个容易记住一个最不容易记住
刚买的袜子为什么会有一个洞？	袜口
有一天，一个植物专家，一个原子弹专家，一个动物专家在一个热气球上。此时，热气球直线下降，必须扔掉一个科学家，请问扔哪一个？	扔最重的那一个
一个功夫极好的人为什么跳不过他师傅给他画的一个圈？	因为小圈是绕着这个人的腰画的
酸菜的妹妹是什么？	还是酸菜
什么老虎不吃人？	秋老虎
地球没有水时像什么？	核桃
老陈买的明明是真药而不是假药，为什么会被判重刑？	他走私军火
娇娇的爸爸在一次难度很大的考试中非常从容，为什么？	他是监考老师。
有黑，也有红？	一匹怕羞的斑马。
一个伟大的人和一只伟大的狮子同一天诞生，有什么关系？	没关系
什么豆豆不能吃？	青春痘
脱了红袍子，是个白胖子去了白胖子，是个黑圆子。打一植物？	荔枝
什么门不能关？	球门
什么话全世界都在用？	电话
天上飞的三条腿、四个头、五只眼是什么东西？	不是东西
生性巴结的陈连长特别在师长儿子生日那天准备了一份礼物送师长的儿子，为什么师长的儿子一脚就把礼物给踢开了呢？	那礼物是一只足球
为什么奥特曼打完小怪兽都点一下头？	给观众示意怪兽打败，要洗洗睡了
芹菜的屎是什么颜色的？	黄色（秦始皇）
一只鸭为什么说它是一只鸡生的？	那只鸭在说谎
在一间房子里，有油灯，暖炉及壁炉。现在，想要将三个器具点燃，可是你只有一根火柴。请问首先应该点哪一样？	火柴
为什么”七上八下”七在八的上面？	（超欠打的~~）因为八在七的下面
小王说他能在1秒钟之内把房间和房间里的玩具都变没了，这可能吗？	把眼睛闭上，再没有别的方法。
一女牵牛过独桥，夕阳落在方井上。	姓名
为什么新买的袜子有两个洞？	要不然怎么穿
同样是女的，为什么女朋友好哄，丈母娘难哄呢？	因为丈母娘已经上过一次当了。
一个小偷学了六年开锁技术为什么还是打不开锁？	小偷遇到的是情锁
什么叫做“缓兵之计”？	改天再告诉你
8个数字“8”，如何使它等于1000？	8+8+8+88+888
茉莉花、太阳花、玫瑰花哪一朵花最没力？	茉莉花（好一夺没力[美丽]的茉莉花）
说有九头小猪要过河，刚好河里有九头鄂鱼，小猪说：“鄂鱼，带我们过河吗？”鄂鱼说：“行啊”结果八头小猪被八条鄂鱼吃了，为什么第九头小猪没有被鄂鱼吃了？	第九头鄂鱼是伊斯兰教徒。
到家了为什么不进去呢？	忘了带钥匙
你曾借了什么东西至今都没还过？	借过。
米高佐敦带领公牛队拿了几次NBA总冠军？	六次
有个人被一条疯狗正追着，此时他最恨谁？	恨它狗娘
拥有很多牙齿，能咬住人的头发的东西是什么	发夹
有什么比长颈鹿脖子疼更糟？	得了脚气的蜈蚣
兔子说：“；我在排队，我前面有5人，后面比前面少2人，队里共有几人？”；	8个人，因为兔子不算人
鸡蛋壳有什么用处？	用来包蛋清和蛋黄
小王知道试卷的答案，为什么还频频看同学的？	因为小王是老师
木兰之子，打一食物名称？	花生米
1根2米长的绳子将1只小狗拴在树干上，小狗虽贪婪地看着地上离它2。1米远的l根骨头，却够不着，请问，小狗该用什么方法来抓骨头呢？	转过身用后腿抓
中国哪座城市拥有的手机用户最多？	吉林通化，因为您拨打的用户正在通话（通化）中。
哥哥买了3袋米，弟弟买了2袋米，回家后他们把米放在1个大袋里，现在有几袋米？	1袋米
一个可以大可以小的地方是哪里？	厕所
有一个人被从几千米的高空掉下来的东西砸在头上，却没有受伤，为什么？	那是雪花
什么巴士人们会觉得开的太快？	没赶上的巴士
杀入围城前发出的最后一排子弹是什么？	喜糖
梅花1，梅花2，梅花3，哪张牌最心狠手辣？	梅花1
什么情况一山可容二虎？	一公一母
小王歌唱得不错，为什么老得不了第一？	别人唱得更好
毛病最多的书是什么书？	医学书
一只羊在吃草，一只狼从旁边经过没有吃羊。2。又一只狼经过，还是没有吃羊。3。第三只狼经过，羊冲狼大叫，狼还是没吃羊	虾，对虾，龙虾
有一个人只剩一颗牙了，为什么吃东西还会塞牙？	因为他吃的是藕
小王住在12层楼里，为什么他每天不坐电梯啊？	他住一楼
什么情况下3=15？	当他们在钟表上的时候
某人向枪靶射击了五发子弹，共得一百分，他射中了哪里？	只中一发正好一百
「笑」和「哭」有什么相同之处？	都是10画
李先生到16层楼去谈生意，但他只乘电梯到14层楼，然后再步行爬楼梯上去，为什么？	李先生个子太矮，按不到16楼的电梯按键
有辆快速前进的赛车，在路口90度左转时，请问哪一个轮胎一定离地？	备胎
草本（打一化合物）	苯
一个最贪玩的小孩最喜欢什么课？	下课
弗兰克林在雷雨中放风筝时说了什么？	什么也没有说当时他被电麻了
铁放到外面要生锈，那金子呢？	没了
最能鞭策你减肥的是哪句话？	人在吃，秤在看
大象身高3米，河水最深的地方4米，没有船也没有桥，大象该怎样过河？	从水底走过去
米的外公是谁？	是爆米花因为抱过米也抱过花。
一头猪说加油啊，是什么食品？	朱古力
某人有喝一打高粱的酒量，但今晚他只喝了半瓶啤酒就醉了，为什么？	他不久前才刚喝了一打高梁
有一个女孩子穿着泳衣在沙滩上走，为什么在她的身后却没有脚印？	因为她是倒着走的。
大兵阿雄的祖母坐了一天的车去军营探望他，为什么长官一见到她却气得差点晕倒？	他昨天请了三天丧假是他外祖母过世
哪个亲戚最常走动的？	大姨妈。
小王去网吧开会员卡，开卡要20元，小王没找到零钱，就给了网管一张50的，网管找回30元给小王后，小王找到20元零的，给网管20元后，网管把先前的50元还给了他，请问谁亏了？	网管亏了30元
